"id","year","month","weekday","time_period","death","injuries","neighbourhood","longitude","latitude"
2,2004,"January","Saturday","Night",0,0,"NSA",0,0
3,2004,"January","Sunday","Night",0,2,"Kensington-Chinatown",-79.3991631359,43.6561192971
5,2004,"January","Tuesday","Evening",0,0,"Malvern East",-79.2074123725,43.8018017944
6,2004,"January","Tuesday","Evening",0,0,"Malvern East",-79.2065164804,43.8083504941
8,2004,"January","Thursday","Afternoon",1,0,"Rustic",-79.5072677432,43.7174159464
9,2004,"January","Tuesday","Evening",0,1,"Malvern West",-79.2209516747,43.8056433004
13,2004,"January","Wednesday","Night",0,0,"Malvern East",-79.2105976696,43.7974119941
17,2004,"January","Saturday","Night",0,1,"Rustic",-79.5037893471,43.7028788545
20,2004,"January","Monday","Night",0,0,"Malvern East",-79.2135407767,43.8062993969
21,2004,"January","Saturday","Evening",0,0,"Yorkdale-Glen Park",-79.4571023084,43.7246693548
22,2004,"February","Thursday","Night",0,0,"Dorset Park",-79.2729151206,43.7653382514
23,2004,"February","Saturday","Night",1,0,"Oakwood Village",-79.4392124949,43.6953475703
26,2004,"March","Wednesday","Night",1,1,"West Hill",-79.1754254104,43.7684618027
27,2004,"March","Wednesday","Night",1,0,"Rustic",-79.5072677432,43.7174159464
29,2004,"March","Sunday","Night",0,1,"Elms-Old Rexdale",-79.5538263359,43.7180649539
31,2004,"March","Saturday","Evening",0,0,"Oakdale-Beverley Heights",-79.513772443,43.7198131464
34,2004,"March","Sunday","Evening",0,1,"West Humber-Clairville",-79.6196482873,43.7303172359
35,2004,"March","Sunday","Evening",0,1,"Black Creek",-79.5147305161,43.7672126887
40,2004,"March","Monday","Morning",0,0,"Golfdale-Cedarbrae-Woburn",-79.2246999498,43.7578335993
41,2004,"March","Monday","Morning",0,0,"Eglinton East",-79.2323706786,43.7454140812
42,2004,"March","Monday","Afternoon",0,0,"Black Creek",-79.5147305161,43.7672126887
46,2004,"April","Sunday","Night",0,1,"Kensington-Chinatown",-79.3938323387,43.6538145932
47,2004,"April","Monday","Evening",0,0,"Malvern East",-79.2124230852,43.8120999224
48,2004,"April","Tuesday","Evening",1,0,"Elms-Old Rexdale",-79.5505513709,43.7250949228
51,2004,"April","Thursday","Night",0,2,"Glenfield-Jane Heights",-79.5103932184,43.7492116795
52,2004,"April","Friday","Night",0,1,"Wellington Place",-79.3932779374,43.6484030875
54,2004,"April","Saturday","Morning",0,0,"Black Creek",-79.5147305161,43.7672126887
55,2004,"April","Monday","Night",0,0,"Yonge-Bay Corridor",-79.3871014431,43.6550077941
57,2004,"April","Wednesday","Night",0,1,"York University Heights",-79.4742414335,43.7555243565
58,2004,"April","Friday","Evening",0,0,"West Hill",-79.1947643043,43.7621233931
59,2004,"April","Friday","Evening",0,1,"West Hill",-79.1964252068,43.766156293
61,2004,"May","Saturday","Evening",1,0,"Mount Olive-Silverstone-Jamestown",-79.5792481726,43.7352650768
64,2004,"May","Wednesday","Night",0,0,"Glenfield-Jane Heights",-79.5090378204,43.7562908846
65,2004,"May","Thursday","Afternoon",0,0,"Glenfield-Jane Heights",-79.5192049105,43.7528875823
66,2004,"May","Thursday","Evening",0,0,"Kensington-Chinatown",-79.4007029339,43.6523520924
67,2004,"May","Friday","Afternoon",0,1,"Black Creek",-79.5187419136,43.7692318857
68,2004,"May","Friday","Night",0,0,"Weston",-79.5113086557,43.6983790656
69,2004,"May","Friday","Afternoon",1,1,"Black Creek",-79.5187419136,43.7692318857
72,2004,"May","Thursday","Afternoon",0,0,"Downtown Yonge East",-79.3773725503,43.6609919001
73,2004,"May","Thursday","Night",0,2,"Rockcliffe-Smythe",-79.4956855971,43.6761978177
74,2004,"May","Thursday","Night",0,0,"Mount Olive-Silverstone-Jamestown",-79.5853086714,43.7322826771
76,2004,"May","Friday","Evening",1,0,"Regent Park",-79.3630013598,43.6600896992
78,2004,"May","Sunday","Night",0,0,"West Humber-Clairville",-79.5876200143,43.6914435972
79,2004,"May","Monday","Evening",0,0,"West Humber-Clairville",-79.5821158052,43.6888974389
80,2004,"May","Tuesday","Afternoon",0,0,"Rockcliffe-Smythe",-79.4974391015,43.6719076321
81,2004,"May","Thursday","Night",0,1,"Moss Park",-79.3671912551,43.6550123941
83,2004,"May","Friday","Evening",0,0,"Mount Olive-Silverstone-Jamestown",-79.5942011631,43.7419205704
84,2004,"May","Saturday","Evening",0,1,"NSA",0,0
87,2004,"June","Thursday","Afternoon",0,1,"NSA",0,0
88,2004,"June","Thursday","Evening",0,0,"Rockcliffe-Smythe",-79.4947325002,43.673987925
89,2004,"June","Friday","Evening",0,0,"Golfdale-Cedarbrae-Woburn",-79.2197507311,43.7562371954
91,2004,"June","Tuesday","Night",0,0,"Mount Olive-Silverstone-Jamestown",-79.591897366,43.74533717
92,2004,"June","Thursday","Afternoon",0,1,"West Hill",-79.1947643043,43.7621233931
93,2004,"June","Friday","Evening",0,1,"Wellington Place",-79.3932779374,43.6484030875
94,2004,"June","Saturday","Night",0,0,"Rustic",-79.5072677432,43.7174159464
97,2004,"June","Sunday","Evening",0,1,"Moss Park",-79.3710028536,43.6582965974
100,2004,"June","Thursday","Night",0,0,"Malvern East",-79.2360440733,43.7918742875
103,2004,"July","Thursday","Night",1,0,"Black Creek",-79.5228406081,43.7730069762
104,2004,"July","Friday","Night",0,0,"Malvern West",-79.2286320745,43.8094145264
106,2004,"July","Monday","Night",0,1,"Oakdale-Beverley Heights",-79.5131838453,43.7255266499
108,2004,"July","Friday","Morning",0,0,"NSA",0,0
110,2004,"July","Tuesday","Afternoon",0,1,"Glenfield-Jane Heights",-79.5081399023,43.7430464591
112,2004,"July","Saturday","Night",1,0,"Moss Park",-79.366661654,43.6506676898
113,2004,"July","Monday","Evening",0,0,"West Humber-Clairville",-79.6181808865,43.7335258549
114,2004,"July","Thursday","Evening",0,1,"West Humber-Clairville",-79.6031053674,43.7342310653
117,2004,"August","Sunday","Evening",0,0,"Weston",-79.5088711596,43.696824767
118,2004,"August","Tuesday","Evening",0,1,"Elms-Old Rexdale",-79.5516095729,43.7262253295
119,2004,"August","Tuesday","Night",0,1,"Glenfield-Jane Heights",-79.517043612,43.7548317831
121,2004,"August","Thursday","Night",0,1,"Downtown Yonge East",-79.3764472489,43.6548291939
122,2004,"August","Wednesday","Morning",0,0,"Yonge-Bay Corridor",-79.3830173419,43.6466026857
124,2004,"August","Wednesday","Evening",0,1,"West Hill",-79.1974834051,43.7589449909
126,2004,"August","Friday","Evening",0,1,"Mount Olive-Silverstone-Jamestown",-79.5951555671,43.7507273645
127,2004,"August","Friday","Evening",0,0,"Weston",-79.5268771438,43.704895453
128,2004,"August","Friday","Night",0,0,"Rockcliffe-Smythe",-79.4875959057,43.6727464321
129,2004,"August","Friday","Evening",0,0,"York University Heights",-79.5000685016,43.7673163695
131,2004,"August","Saturday","Night",0,0,"Weston",-79.5268771438,43.704895453
136,2004,"September","Wednesday","Night",0,1,"Weston",-79.5263482472,43.7035181584
137,2004,"September","Friday","Afternoon",0,1,"NSA",0,0
138,2004,"September","Sunday","Night",1,0,"NSA",0,0
139,2004,"September","Sunday","Evening",0,0,"Black Creek",-79.5187419136,43.7692318857
140,2004,"September","Monday","Night",0,0,"Mount Olive-Silverstone-Jamestown",-79.589223065,43.741089572
141,2004,"September","Wednesday","Afternoon",0,0,"Mount Olive-Silverstone-Jamestown",-79.5884871663,43.7387194744
142,2004,"September","Saturday","Evening",0,1,"West Hill",-79.1946673042,43.7619802931
143,2004,"September","Saturday","Afternoon",0,0,"Downtown Yonge East",-79.37494445,43.6551427942
144,2004,"September","Sunday","Night",0,1,"Downtown Yonge East",-79.3756139479,43.6502681894
147,2004,"September","Monday","Evening",0,1,"Moss Park",-79.3700991535,43.6561628953
148,2004,"September","Tuesday","Night",1,0,"West Humber-Clairville",-79.613307583,43.7321698926
150,2004,"September","Sunday","Night",0,0,"Rustic",-79.5048246444,43.706642149
153,2004,"October","Saturday","Night",0,1,"Rockcliffe-Smythe",-79.4767409011,43.6816047125
155,2004,"October","Friday","Afternoon",1,0,"NSA",0,0
156,2004,"October","Friday","Night",0,0,"Eglinton East",-79.2352444617,43.7395254816
158,2004,"October","Tuesday","Evening",0,2,"West Humber-Clairville",-79.5994437679,43.7309796695
160,2004,"October","Saturday","Night",0,1,"NSA",0,0
162,2004,"October","Saturday","Night",0,2,"Oakdale-Beverley Heights",-79.5230268424,43.7177204478
163,2004,"October","Sunday","Night",0,0,"Weston",-79.5081787613,43.6962439678
164,2004,"November","Thursday","Morning",0,1,"Englemount-Lawrence",-79.4298041913,43.7192548623
165,2004,"November","Friday","Evening",0,0,"Oakwood Village",-79.4408334975,43.6926505739
166,2004,"November","Sunday","Morning",0,0,"Wellington Place",-79.3907863389,43.6491253882
169,2004,"November","Sunday","Night",0,1,"Oakdale-Beverley Heights",-79.509597645,43.7248922464
171,2004,"November","Monday","Afternoon",0,1,"Mount Olive-Silverstone-Jamestown",-79.5898971656,43.7388048743
172,2004,"November","Tuesday","Night",0,1,"Mount Olive-Silverstone-Jamestown",-79.5858125795,43.7510197804
173,2004,"November","Sunday","Evening",0,2,"Rockcliffe-Smythe",-79.4931703055,43.6703087384
176,2004,"November","Sunday","Afternoon",0,2,"Oakdale-Beverley Heights",-79.508637944,43.7209778464
178,2004,"December","Friday","Evening",0,1,"Regent Park",-79.3644996586,43.6597646989
183,2004,"December","Sunday","Night",1,0,"Downtown Yonge East",-79.3788570492,43.6606708998
185,2004,"December","Monday","Evening",1,0,"Flemingdon Park",-79.3277681348,43.7126171722
186,2004,"December","Tuesday","Evening",0,1,"Weston",-79.5336168346,43.7077805376
195,2005,"January","Sunday","Night",0,0,"Wellington Place",-79.3891655396,43.6494536886
196,2005,"January","Sunday","Night",0,1,"Wellington Place",-79.3891655396,43.6494536886
198,2005,"January","Tuesday","Night",0,1,"Golfdale-Cedarbrae-Woburn",-79.2110685384,43.7628998987
201,2005,"January","Friday","Night",0,1,"Glenfield-Jane Heights",-79.5090824198,43.7581387853
202,2005,"January","Wednesday","Evening",0,1,"Glenfield-Jane Heights",-79.4997679892,43.7401962298
206,2005,"January","Sunday","Night",0,0,"Weston",-79.5070646551,43.6982600634
207,2005,"February","Tuesday","Evening",0,0,"Glenfield-Jane Heights",-79.509277484,43.7383055294
208,2005,"February","Tuesday","Night",0,1,"Dorset Park",-79.2794447134,43.7613232469
211,2005,"February","Wednesday","Evening",0,1,"Moss Park",-79.3710028536,43.6582965974
213,2005,"February","Friday","Night",0,1,"West Hill",-79.1946673042,43.7619802931
214,2005,"February","Saturday","Night",1,0,"Mount Olive-Silverstone-Jamestown",-79.5870900924,43.7536173826
215,2005,"February","Saturday","Evening",0,2,"Kensington-Chinatown",-79.4064716334,43.6567154985
218,2005,"February","Tuesday","Night",1,0,"NSA",0,0
219,2005,"February","Sunday","Night",0,1,"Wellington Place",-79.3886660395,43.6481950873
221,2005,"February","Saturday","Night",0,2,"Eglinton East",-79.2352444617,43.7395254816
227,2005,"March","Sunday","Morning",0,0,"Golfdale-Cedarbrae-Woburn",-79.2248882126,43.7521590899
228,2005,"March","Saturday","Night",0,1,"Wellington Place",-79.3886660395,43.6481950873
232,2005,"March","Thursday","Morning",0,0,"Moss Park",-79.3700991535,43.6561628953
233,2005,"March","Sunday","Evening",0,1,"Black Creek",-79.5161620131,43.7598327859
234,2005,"March","Monday","Afternoon",0,1,"Yorkdale-Glen Park",-79.4504734127,43.7206602561
236,2005,"March","Friday","Morning",1,0,"Downtown Yonge East",-79.3807817475,43.6593547985
238,2005,"March","Friday","Night",0,1,"Humber Summit",-79.5529337941,43.7514449874
239,2005,"March","Sunday","Afternoon",0,1,"Black Creek",-79.5147305161,43.7672126887
241,2005,"March","Thursday","Afternoon",0,0,"West Humber-Clairville",-79.6066756723,43.7337807583
244,2005,"April","Saturday","Night",0,1,"Yonge-Bay Corridor",-79.3860959405,43.6473934865
247,2005,"April","Saturday","Night",0,1,"West Humber-Clairville",-79.6039050651,43.74363176
248,2005,"April","Sunday","Afternoon",0,3,"Moss Park",-79.3700991535,43.6561628953
251,2005,"April","Friday","Afternoon",0,0,"NSA",0,0
253,2005,"April","Sunday","Night",0,1,"Malvern East",-79.2281316767,43.7940791914
256,2005,"April","Friday","Afternoon",0,0,"West Hill",-79.1946673042,43.7619802931
257,2005,"April","Sunday","Night",1,0,"Humber Summit",-79.5529337941,43.7514449874
258,2005,"April","Sunday","Night",0,1,"Kensington-Chinatown",-79.3892119413,43.6546765938
260,2005,"April","Tuesday","Night",0,0,"Regent Park",-79.3662733574,43.6601069992
261,2005,"April","Thursday","Afternoon",0,1,"Glenfield-Jane Heights",-79.5151092086,43.7470809737
263,2005,"May","Monday","Evening",0,0,"Glenfield-Jane Heights",-79.5103932184,43.7492116795
264,2005,"May","Wednesday","Evening",0,1,"NSA",0,0
266,2005,"May","Thursday","Morning",0,2,"Weston",-79.5177410521,43.7005962649
269,2005,"May","Saturday","Evening",0,1,"Glenfield-Jane Heights",-79.5181308114,43.7544994833
276,2005,"May","Tuesday","Night",0,0,"Oakdale-Beverley Heights",-79.5080875514,43.7279868613
277,2005,"May","Wednesday","Night",1,0,"West Hill",-79.1930373018,43.7581682938
278,2005,"May","Wednesday","Night",0,1,"Oakdale-Beverley Heights",-79.509597645,43.7248922464
279,2005,"May","Thursday","Evening",0,1,"NSA",0,0
280,2005,"May","Friday","Afternoon",0,0,"Golfdale-Cedarbrae-Woburn",-79.2298902027,43.7736446131
281,2005,"May","Sunday","Night",0,1,"Glenfield-Jane Heights",-79.5028052044,43.7437287547
282,2005,"May","Monday","Evening",0,1,"York University Heights",-79.4858263142,43.7478246459
284,2005,"May","Wednesday","Evening",0,1,"NSA",0,0
285,2005,"May","Wednesday","Evening",0,0,"York University Heights",-79.4858263142,43.7478246459
286,2005,"May","Friday","Night",0,1,"Yorkdale-Glen Park",-79.4492335166,43.7205199563
287,2005,"May","Saturday","Afternoon",0,0,"Humbermede",-79.5415780955,43.7482525814
288,2005,"June","Wednesday","Evening",0,2,"West Humber-Clairville",-79.6052213746,43.7313396565
289,2005,"June","Wednesday","Night",0,2,"Yorkdale-Glen Park",-79.4478317283,43.7249027548
290,2005,"June","Sunday","Evening",0,0,"Black Creek",-79.5187419136,43.7692318857
291,2005,"June","Tuesday","Night",0,0,"Mount Olive-Silverstone-Jamestown",-79.5942011631,43.7419205704
292,2005,"June","Wednesday","Afternoon",0,0,"Humber Summit",-79.5706673289,43.7584764132
294,2005,"June","Saturday","Night",0,2,"Glenfield-Jane Heights",-79.516021713,43.7507267805
295,2005,"June","Saturday","Evening",0,1,"West Humber-Clairville",-79.6000835608,43.7429457668
297,2005,"June","Sunday","Night",0,1,"Rustic",-79.5047096437,43.7157375464
298,2005,"June","Sunday","Evening",0,3,"Kingsview Village-The Westway",-79.5521509564,43.6957896768
300,2005,"June","Tuesday","Afternoon",0,0,"Humbermede",-79.5534754884,43.7477496816
302,2005,"June","Thursday","Night",0,1,"Wellington Place",-79.3891655396,43.6494536886
303,2005,"June","Thursday","Night",0,0,"Mount Olive-Silverstone-Jamestown",-79.5870900924,43.7536173826
304,2005,"June","Friday","Evening",0,1,"NSA",0,0
305,2005,"June","Friday","Afternoon",0,0,"Dorset Park",-79.2867813995,43.760917939
308,2005,"June","Saturday","Night",0,1,"Black Creek",-79.5147305161,43.7672126887
309,2005,"June","Sunday","Night",0,1,"Downtown Yonge East",-79.3763691481,43.6522536914
311,2005,"June","Friday","Evening",1,0,"Black Creek",-79.5218381131,43.7667959845
316,2005,"June","Monday","Night",0,0,"NSA",0,0
317,2005,"June","Tuesday","Night",0,1,"Rustic",-79.5043901459,43.7051508512
319,2005,"July","Saturday","Evening",0,1,"Mount Olive-Silverstone-Jamestown",-79.5942011631,43.7419205704
320,2005,"July","Monday","Night",0,1,"Black Creek",-79.5096433192,43.7604764866
321,2005,"July","Tuesday","Morning",0,0,"Regent Park",-79.3640180602,43.6626033017
322,2005,"July","Wednesday","Night",1,0,"Humbermede",-79.5686105801,43.7462432807
323,2005,"July","Wednesday","Morning",0,1,"Downtown Yonge East",-79.377612748,43.6545603937
324,2005,"July","Thursday","Evening",0,1,"West Humber-Clairville",-79.6035019698,43.7326602632
326,2005,"July","Friday","Afternoon",0,1,"Glenfield-Jane Heights",-79.5096539899,43.7396818407
327,2005,"July","Friday","Night",0,0,"Yonge-Bay Corridor",-79.3874053414,43.6531384922
331,2005,"July","Thursday","Evening",0,1,"Mount Olive-Silverstone-Jamestown",-79.5853086714,43.7322826771
332,2005,"July","Thursday","Evening",0,0,"Flemingdon Park",-79.3341700285,43.7149876628
333,2005,"July","Friday","Night",0,0,"Oakdale-Beverley Heights",-79.508637944,43.7209778464
334,2005,"July","Friday","Night",0,1,"Eglinton East",-79.2437536484,43.7376511807
336,2005,"July","Tuesday","Night",0,1,"Glenfield-Jane Heights",-79.5103932184,43.7492116795
337,2005,"July","Tuesday","Evening",1,1,"Rockcliffe-Smythe",-79.4820865989,43.6806039127
338,2005,"July","Sunday","Evening",0,1,"Englemount-Lawrence",-79.4408745553,43.7208448566
339,2005,"July","Monday","Evening",0,2,"Humbermede",-79.5415780955,43.7482525814
341,2005,"July","Monday","Evening",0,1,"Downtown Yonge East",-79.377134049,43.6564955956
343,2005,"July","Monday","Evening",0,1,"NSA",0,0
344,2005,"July","Tuesday","Night",0,0,"Malvern East",-79.2124230852,43.8120999224
348,2005,"July","Saturday","Afternoon",0,1,"Glenfield-Jane Heights",-79.5242574099,43.7558575872
350,2005,"July","Saturday","Afternoon",1,0,"Englemount-Lawrence",-79.441014955,43.7201236567
351,2005,"July","Sunday","Night",1,0,"Downtown Yonge East",-79.3790061482,43.6579502971
352,2005,"August","Tuesday","Night",0,0,"Glenfield-Jane Heights",-79.5132098897,43.7393845436
353,2005,"August","Wednesday","Night",0,4,"Black Creek",-79.52430401,43.7559841874
354,2005,"August","Wednesday","Night",1,1,"Mount Olive-Silverstone-Jamestown",-79.5826146721,43.7339676789
355,2005,"August","Wednesday","Night",0,0,"Glenfield-Jane Heights",-79.5143783032,43.7441194666
361,2005,"August","Friday","Evening",0,0,"Glenfield-Jane Heights",-79.5229001069,43.7514158814
362,2005,"August","Saturday","Evening",0,2,"Malvern East",-79.2119550729,43.8033302949
365,2005,"August","Sunday","Evening",0,1,"West Hill",-79.1762713116,43.7706415989
367,2005,"August","Monday","Evening",0,1,"Rockcliffe-Smythe",-79.4820865989,43.6806039127
368,2005,"August","Tuesday","Afternoon",1,0,"Flemingdon Park",-79.3349477263,43.7187265524
370,2005,"August","Saturday","Evening",0,0,"Rustic",-79.507172143,43.7154315464
371,2005,"August","Saturday","Night",0,1,"Wellington Place",-79.3932779374,43.6484030875
372,2005,"August","Sunday","Afternoon",0,1,"Glenfield-Jane Heights",-79.517721112,43.7572299852
376,2005,"August","Sunday","Evening",0,0,"Kensington-Chinatown",-79.4068192325,43.6542841959
378,2005,"August","Monday","Morning",0,1,"Kensington-Chinatown",-79.3988021341,43.6493475885
379,2005,"August","Tuesday","Afternoon",1,0,"Glenfield-Jane Heights",-79.5094930876,43.7391312362
383,2005,"September","Monday","Night",0,0,"West Humber-Clairville",-79.6010341667,43.7325219684
384,2005,"September","Thursday","Afternoon",1,0,"Yonge-Bay Corridor",-79.3874053414,43.6531384922
386,2005,"September","Friday","Evening",0,1,"NSA",0,0
387,2005,"September","Friday","Night",0,1,"Oakdale-Beverley Heights",-79.508637944,43.7209778464
389,2005,"September","Saturday","Afternoon",1,0,"Black Creek",-79.5147305161,43.7672126887
391,2005,"September","Tuesday","Evening",1,0,"Glenfield-Jane Heights",-79.5163309125,43.7518922811
395,2005,"September","Friday","Evening",3,0,"Elms-Old Rexdale",-79.5493287722,43.727296229
396,2005,"September","Sunday","Night",0,0,"Yonge-Bay Corridor",-79.3871199404,43.649902089
397,2005,"September","Wednesday","Evening",0,0,"Glenfield-Jane Heights",-79.5172125116,43.7506434802
398,2005,"September","Friday","Evening",0,2,"Malvern West",-79.2209516747,43.8056433004
401,2005,"September","Tuesday","Evening",0,0,"Black Creek",-79.5206744114,43.7567575864
402,2005,"October","Sunday","Night",0,0,"Malvern East",-79.2075873875,43.8127905206
403,2005,"October","Wednesday","Night",0,1,"Humbermede",-79.5362220033,43.7532112872
404,2005,"October","Friday","Evening",0,1,"NSA",0,0
405,2005,"October","Friday","Night",0,1,"Golfdale-Cedarbrae-Woburn",-79.2110685384,43.7628998987
410,2005,"October","Saturday","Afternoon",1,0,"Mount Olive-Silverstone-Jamestown",-79.5884871663,43.7387194744
411,2005,"October","Saturday","Afternoon",0,0,"Malvern East",-79.2124230852,43.8120999224
412,2005,"October","Sunday","Evening",2,0,"Mount Olive-Silverstone-Jamestown",-79.5916936655,43.7367685763
414,2005,"October","Monday","Afternoon",0,1,"Glenfield-Jane Heights",-79.517821411,43.7502120799
415,2005,"October","Monday","Night",0,2,"Wellington Place",-79.3907863389,43.6491253882
416,2005,"October","Tuesday","Night",0,1,"Flemingdon Park",-79.3296419327,43.7153075644
417,2005,"October","Saturday","Night",0,1,"Wellington Place",-79.3886660395,43.6481950873
419,2005,"November","Tuesday","Afternoon",0,0,"Humber Summit",-79.5596622305,43.7640345106
422,2005,"November","Saturday","Night",0,1,"Flemingdon Park",-79.3255805359,43.7186400585
423,2005,"November","Tuesday","Evening",0,1,"West Hill",-79.1848964054,43.7648811019
424,2005,"November","Tuesday","Night",0,1,"West Hill",-79.1848964054,43.7648811019
427,2005,"November","Monday","Afternoon",0,1,"Black Creek",-79.5147305161,43.7672126887
428,2005,"November","Monday","Night",1,2,"Humbermede",-79.5362220033,43.7532112872
430,2005,"November","Friday","Afternoon",1,0,"Mount Olive-Silverstone-Jamestown",-79.5933074634,43.7417808708
431,2005,"November","Friday","Evening",0,0,"West Humber-Clairville",-79.5998815604,43.7439968656
432,2005,"November","Saturday","Night",0,1,"Glenfield-Jane Heights",-79.5242574099,43.7558575872
435,2005,"November","Wednesday","Evening",0,1,"Moss Park",-79.3685501555,43.658867498
437,2005,"November","Sunday","Evening",0,1,"West Humber-Clairville",-79.5964950622,43.7440592676
439,2005,"December","Thursday","Evening",1,0,"NSA",-79.5406399182,43.7715264871
440,2005,"December","Sunday","Night",0,1,"Yonge-Bay Corridor",-79.3871014431,43.6550077941
441,2005,"December","Sunday","Night",0,1,"Black Creek",-79.5187419136,43.7692318857
442,2005,"December","Friday","Evening",0,1,"Rockcliffe-Smythe",-79.4802687965,43.6833245058
444,2005,"December","Saturday","Evening",0,1,"Yonge-Bay Corridor",-79.3788126447,43.6489561881
445,2005,"December","Thursday","Evening",0,1,"Oakdale-Beverley Heights",-79.513772443,43.7198131464
446,2005,"December","Thursday","Afternoon",0,1,"West Hill",-79.1899748046,43.7671113961
447,2005,"December","Friday","Afternoon",1,0,"Glenfield-Jane Heights",-79.5166928121,43.751858581
448,2005,"December","Sunday","Night",0,0,"Eglinton East",-79.2437536484,43.7376511807
450,2005,"December","Monday","Night",0,0,"Wellington Place",-79.3928432373,43.6473175864
451,2005,"December","Monday","Night",1,6,"Yonge-Bay Corridor",-79.3807069451,43.6521346912
452,2005,"December","Tuesday","Afternoon",0,1,"Eglinton East",-79.2532148328,43.735621982
453,2005,"December","Wednesday","Evening",0,0,"Malvern East",-79.2135407767,43.8062993969
457,2006,"January","Monday","Evening",0,1,"Oakdale-Beverley Heights",-79.513772443,43.7198131464
458,2006,"January","Monday","Night",0,1,"Humbermede",-79.5339649843,43.7347335515
461,2006,"January","Saturday","Evening",0,0,"Regent Park",-79.3586853645,43.6624291015
466,2006,"January","Monday","Afternoon",0,1,"Moss Park",-79.3627214569,43.6515629907
468,2006,"January","Friday","Afternoon",0,1,"Black Creek",-79.5147305161,43.7672126887
470,2006,"January","Monday","Night",0,0,"Malvern East",-79.2124230852,43.8120999224
472,2006,"February","Thursday","Evening",0,0,"Black Creek",-79.5154576133,43.757882085
473,2006,"February","Thursday","Night",0,3,"Oakwood Village",-79.4355296033,43.6923799763
474,2006,"February","Monday","Evening",1,1,"Glenfield-Jane Heights",-79.5017262098,43.7450555595
475,2006,"February","Monday","Afternoon",0,0,"Malvern East",-79.2115443764,43.8055535957
476,2006,"February","Monday","Afternoon",0,0,"Malvern East",-79.2115443764,43.8055535957
479,2006,"February","Tuesday","Night",0,1,"Golfdale-Cedarbrae-Woburn",-79.2197563691,43.7610015051
480,2006,"February","Thursday","Afternoon",0,0,"Malvern East",-79.2074123725,43.8018017944
481,2006,"February","Friday","Morning",0,0,"Regent Park",-79.3622545595,43.6582537974
482,2006,"February","Saturday","Evening",0,1,"Regent Park",-79.3603153638,43.6634226025
483,2006,"February","Saturday","Night",0,0,"Regent Park",-79.3592316649,43.6637032028
484,2006,"February","Thursday","Night",0,1,"NSA",0,0
487,2006,"March","Wednesday","Afternoon",0,1,"Glenfield-Jane Heights",-79.5242574099,43.7558575872
489,2006,"March","Monday","Afternoon",0,2,"Glenfield-Jane Heights",-79.5151092086,43.7470809737
491,2006,"March","Wednesday","Evening",0,0,"Yorkdale-Glen Park",-79.4571023084,43.7246693548
492,2006,"March","Friday","Night",0,1,"Glenfield-Jane Heights",-79.5132098897,43.7393845436
493,2006,"March","Sunday","Afternoon",1,0,"Humbermede",-79.5452167931,43.7478760811
496,2006,"March","Saturday","Afternoon",0,1,"Glenfield-Jane Heights",-79.5103932184,43.7492116795
497,2006,"March","Sunday","Evening",0,1,"Malvern East",-79.2135407767,43.8062993969
499,2006,"March","Sunday","Afternoon",0,0,"Malvern East",-79.2116989695,43.8009136939
502,2006,"March","Sunday","Night",0,1,"Yonge-Bay Corridor",-79.3807069451,43.6521346912
503,2006,"March","Sunday","Night",0,1,"Kensington-Chinatown",-79.3938323387,43.6538145932
505,2006,"March","Monday","Evening",1,0,"Glenfield-Jane Heights",-79.5071485195,43.7484638771
506,2006,"March","Monday","Evening",0,1,"Flemingdon Park",-79.3319868292,43.7194397521
507,2006,"April","Saturday","Night",0,1,"West Humber-Clairville",-79.6039050651,43.74363176
510,2006,"April","Wednesday","Night",0,1,"West Humber-Clairville",-79.5876200143,43.6914435972
512,2006,"April","Friday","Evening",0,1,"Malvern West",-79.2209516747,43.8056433004
513,2006,"April","Saturday","Evening",0,1,"NSA",-79.6033711879,43.7578567542
514,2006,"April","Sunday","Night",0,2,"Humbermede",-79.5362220033,43.7532112872
515,2006,"April","Thursday","Night",0,1,"Malvern East",-79.2171454722,43.8042898964
519,2006,"April","Friday","Afternoon",0,0,"Malvern West",-79.2313583721,43.8087197299
521,2006,"April","Saturday","Night",1,0,"Flemingdon Park",-79.3255805359,43.7186400585
522,2006,"April","Sunday","Afternoon",0,0,"Glenfield-Jane Heights",-79.5014860952,43.7414972421
523,2006,"April","Sunday","Night",0,1,"Black Creek",-79.5261387123,43.7620755876
524,2006,"May","Wednesday","Afternoon",0,1,"West Humber-Clairville",-79.6042894783,43.7511276446
525,2006,"May","Thursday","Evening",0,1,"Mount Olive-Silverstone-Jamestown",-79.5789416727,43.7353440767
527,2006,"May","Friday","Evening",0,0,"Kingsview Village-The Westway",-79.555923774,43.690606192
528,2006,"May","Sunday","Night",0,1,"Oakdale-Beverley Heights",-79.513772443,43.7198131464
530,2006,"May","Friday","Evening",0,1,"NSA",0,0
532,2006,"May","Saturday","Night",0,2,"Dorset Park",-79.2814605155,43.7482186555
534,2006,"May","Monday","Night",0,0,"Kingsview Village-The Westway",-79.5603622515,43.6959474786
535,2006,"May","Tuesday","Afternoon",0,0,"Rustic",-79.5022635447,43.7165382464
538,2006,"May","Saturday","Evening",0,1,"Rockcliffe-Smythe",-79.4802687965,43.6833245058
539,2006,"May","Monday","Evening",0,1,"NSA",0,0
